gravedad,claseSiniestro,choque,codigoLocalidad,disenoLugar,condicion,estado,edad,sexo,claseVehiculo,servicio,enfuga,codigoCausa,fechaHora
3,1,1.0,10,1,1.0,1.0,36.0,1.0,1.0,3.0,1.0,31,2019-03-27 23:52:00
3,1,1.0,7,2,1.0,1.0,21.0,1.0,2.0,2.0,1.0,26,2016-04-05 00:10:00
2,1,1.0,2,2,2.0,2.0,28.0,1.0,1.0,3.0,1.0,22,2019-10-12 09:50:00
3,1,1.0,16,1,1.0,1.0,22.0,1.0,2.0,2.0,1.0,31,2016-11-03 16:30:00
2,4,0.0,8,1,1.0,1.0,57.0,1.0,2.0,2.0,1.0,67,2015-09-19 20:00:00
3,1,1.0,11,1,1.0,1.0,27.0,1.0,10.0,3.0,1.0,67,2017-08-16 19:45:00
2,2,0.0,10,1,2.0,2.0,21.0,1.0,10.0,3.0,1.0,93,2018-08-29 07:45:00
3,1,1.0,19,1,1.0,1.0,35.0,1.0,1.0,3.0,1.0,13,2015-07-07 17:25:00
3,1,1.0,1,1,1.0,1.0,27.0,1.0,9.0,2.0,1.0,13,2016-06-18 08:00:00
3,1,1.0,6,1,1.0,1.0,46.0,1.0,6.0,3.0,1.0,67,2017-04-12 14:30:00
2,2,0.0,4,1,1.0,1.0,31.0,1.0,2.0,2.0,1.0,101,2015-11-15 07:40:00
3,1,1.0,8,1,1.0,1.0,37.0,1.0,1.0,3.0,1.0,67,2020-03-19 16:00:00
3,1,1.0,16,1,1.0,1.0,51.0,1.0,1.0,3.0,1.0,67,2016-10-14 14:40:00
3,1,1.0,11,1,1.0,1.0,41.0,1.0,1.0,3.0,1.0,31,2016-01-16 10:00:00
2,1,1.0,3,1,1.0,1.0,32.0,1.0,1.0,2.0,1.0,13,2019-07-02 09:00:00
3,1,1.0,8,1,2.0,1.0,36.0,1.0,2.0,2.0,1.0,67,2019-02-17 18:38:00
3,1,1.0,4,1,1.0,1.0,33.0,1.0,3.0,2.0,1.0,31,2015-09-07 15:30:00
3,1,1.0,8,1,1.0,1.0,39.0,1.0,8.0,2.0,1.0,13,2018-10-17 05:00:00
2,1,1.0,1,2,3.0,2.0,82.0,2.0,5.0,3.0,1.0,31,2019-01-07 18:02:00
3,1,1.0,18,1,1.0,1.0,28.0,1.0,7.0,2.0,1.0,44,2020-06-10 10:40:00
2,2,0.0,7,1,2.0,2.0,21.0,1.0,10.0,3.0,1.0,102,2020-01-23 06:10:00
2,4,0.0,7,1,3.0,2.0,55.0,2.0,2.0,2.0,1.0,29,2019-07-19 20:40:00
2,4,0.0,4,1,3.0,2.0,25.0,2.0,2.0,2.0,1.0,108,2019-07-17 13:30:00
2,4,0.0,19,1,3.0,2.0,19.0,2.0,2.0,2.0,1.0,29,2015-06-24 19:50:00
3,1,1.0,9,1,1.0,1.0,38.0,1.0,1.0,2.0,1.0,31,2019-02-13 18:05:00
2,1,1.0,12,2,2.0,2.0,35.0,1.0,5.0,3.0,1.0,22,2015-10-21 12:30:00
2,1,1.0,9,2,2.0,2.0,20.0,1.0,10.0,3.0,1.0,67,2016-04-13 06:20:00
3,1,1.0,19,1,1.0,1.0,36.0,1.0,1.0,3.0,1.0,31,2018-04-23 17:30:00
2,2,0.0,19,1,4.0,2.0,18.0,1.0,10.0,3.0,1.0,100,2020-07-07 07:07:00
1,2,0.0,16,1,1.0,1.0,33.0,1.0,6.0,3.0,1.0,102,2015-02-23 00:40:00
2,1,1.0,12,1,1.0,1.0,35.0,1.0,2.0,2.0,1.0,13,2016-02-15 06:00:00
3,1,1.0,9,1,1.0,1.0,34.0,2.0,10.0,3.0,1.0,9,2016-01-12 07:30:00
2,2,0.0,5,1,1.0,1.0,20.0,1.0,4.0,2.0,1.0,93,2015-10-22 17:30:00
3,1,1.0,7,1,1.0,1.0,30.0,1.0,2.0,2.0,1.0,31,2015-10-18 16:50:00
3,1,4.0,1,1,1.0,1.0,16.0,1.0,1.0,2.0,1.0,49,2016-05-25 01:40:00
2,1,1.0,8,1,2.0,2.0,35.0,1.0,5.0,3.0,1.0,68,2019-02-12 07:00:00
3,1,1.0,2,1,1.0,1.0,35.0,1.0,6.0,3.0,1.0,31,2018-10-24 09:00:00
2,1,1.0,15,2,1.0,1.0,30.0,1.0,1.0,3.0,1.0,52,2019-11-23 07:18:00
2,2,0.0,9,1,4.0,2.0,41.0,2.0,10.0,3.0,1.0,100,2017-02-03 07:40:00
3,1,1.0,8,1,1.0,1.0,22.0,1.0,1.0,3.0,1.0,67,2017-09-27 08:05:00
2,2,0.0,16,1,1.0,1.0,24.0,1.0,13.0,0.0,1.0,67,2019-12-09 06:40:00
2,1,1.0,12,1,3.0,2.0,32.0,1.0,1.0,3.0,1.0,31,2015-08-20 14:40:00
3,1,1.0,16,2,1.0,1.0,37.71525130603967,0.0,10.0,1.0,1.0,52,2018-01-10 21:00:00
2,2,0.0,5,1,2.0,1.0,17.0,1.0,10.0,3.0,1.0,100,2015-06-25 19:10:00
3,1,1.0,11,1,1.0,1.0,30.0,1.0,1.0,2.0,1.0,31,2020-10-28 13:21:00
2,1,1.0,12,1,1.0,1.0,29.0,1.0,1.0,2.0,1.0,31,2015-04-24 22:30:00
3,1,1.0,9,1,5.0,1.0,32.0,1.0,1.0,3.0,1.0,6,2018-12-03 19:40:00
3,1,1.0,9,1,1.0,1.0,31.0,1.0,1.0,2.0,1.0,31,2020-01-18 15:00:00
3,1,1.0,8,1,1.0,1.0,24.0,1.0,5.0,2.0,1.0,42,2020-05-23 08:00:00
3,1,1.0,2,1,1.0,1.0,30.0,1.0,5.0,3.0,1.0,31,2020-02-29 14:25:00
3,1,1.0,11,1,1.0,1.0,23.0,2.0,10.0,3.0,1.0,14,2020-09-14 18:10:00
2,4,0.0,7,2,1.0,1.0,30.0,1.0,2.0,2.0,1.0,29,2017-02-11 14:45:00
2,1,1.0,11,1,3.0,2.0,18.0,2.0,10.0,3.0,1.0,11,2019-04-23 16:40:00
2,2,0.0,12,2,4.0,2.0,13.0,1.0,5.0,3.0,1.0,32,2017-02-17 19:00:00
2,1,1.0,10,2,1.0,1.0,26.0,1.0,13.0,0.0,1.0,37,2016-05-19 21:50:00
3,1,1.0,8,1,1.0,1.0,23.0,1.0,1.0,2.0,1.0,31,2018-11-25 14:45:00
3,1,1.0,1,11,1.0,1.0,68.0,1.0,1.0,3.0,1.0,13,2017-09-09 08:50:00
3,1,1.0,8,1,1.0,1.0,31.0,2.0,5.0,3.0,1.0,22,2015-03-27 17:50:00
2,1,1.0,5,1,2.0,2.0,35.0,1.0,10.0,3.0,1.0,31,2020-10-24 08:50:00
2,2,0.0,12,1,1.0,1.0,49.0,1.0,1.0,2.0,1.0,101,2017-11-10 22:45:00
3,1,1.0,3,1,1.0,1.0,43.0,1.0,10.0,3.0,1.0,14,2018-09-08 23:05:00
2,1,1.0,2,1,2.0,2.0,22.0,1.0,3.0,2.0,1.0,9,2020-12-22 17:03:00
3,1,1.0,13,1,1.0,1.0,25.0,1.0,1.0,2.0,1.0,31,2017-11-09 21:50:00
3,1,1.0,8,1,1.0,1.0,36.0,2.0,1.0,3.0,1.0,31,2016-11-29 00:00:00
3,1,1.0,9,1,1.0,1.0,38.0,1.0,1.0,3.0,1.0,31,2018-05-15 21:00:00
3,1,1.0,10,1,1.0,1.0,25.0,1.0,2.0,2.0,1.0,13,2018-01-30 12:37:00
3,1,4.0,14,1,1.0,1.0,59.0,1.0,4.0,2.0,1.0,67,2019-10-19 06:13:00
3,1,1.0,13,1,1.0,1.0,35.0,1.0,1.0,3.0,1.0,31,2016-09-11 14:40:00
2,2,0.0,12,1,2.0,1.0,29.0,2.0,10.0,3.0,1.0,102,2015-03-26 18:17:00
2,2,0.0,19,1,4.0,2.0,39.0,2.0,10.0,3.0,1.0,67,2016-05-10 16:55:00
3,1,1.0,12,2,1.0,1.0,50.0,1.0,1.0,2.0,1.0,31,2015-02-03 10:50:00
2,1,1.0,8,1,2.0,2.0,29.0,2.0,7.0,2.0,1.0,13,2018-06-19 16:10:00
2,2,0.0,12,1,4.0,2.0,37.0,1.0,0.0,0.0,2.0,23,2019-08-11 00:00:00
3,1,1.0,13,1,1.0,1.0,47.0,1.0,1.0,3.0,1.0,31,2019-06-26 12:52:00
3,1,1.0,9,1,1.0,1.0,35.0,1.0,1.0,3.0,1.0,25,2019-12-15 09:10:00
3,1,1.0,12,1,1.0,1.0,43.0,1.0,1.0,3.0,1.0,31,2019-06-20 08:49:00
3,1,1.0,5,2,1.0,1.0,27.0,1.0,1.0,3.0,1.0,55,2016-12-10 18:45:00
3,1,1.0,10,2,1.0,1.0,41.0,1.0,1.0,3.0,1.0,25,2017-03-09 06:00:00
3,1,4.0,11,1,1.0,1.0,61.0,1.0,1.0,3.0,1.0,51,2020-10-13 10:05:00
3,1,1.0,7,2,1.0,1.0,24.0,1.0,2.0,2.0,1.0,22,2015-10-10 12:15:00
1,2,0.0,8,2,2.0,1.0,27.0,1.0,10.0,3.0,1.0,93,2020-12-12 20:00:00
3,1,1.0,10,1,1.0,1.0,27.0,1.0,10.0,3.0,1.0,9,2017-03-15 05:35:00
3,1,1.0,7,1,1.0,1.0,52.0,1.0,2.0,2.0,1.0,13,2020-08-25 12:30:00
2,1,1.0,19,2,1.0,1.0,60.0,1.0,1.0,2.0,1.0,31,2017-05-29 09:00:00
3,1,1.0,11,1,1.0,1.0,63.0,1.0,5.0,3.0,1.0,31,2016-11-15 13:40:00
2,4,0.0,5,1,3.0,2.0,39.0,2.0,7.0,2.0,1.0,64,2020-07-16 07:36:00
2,1,1.0,13,1,1.0,1.0,59.0,1.0,1.0,3.0,1.0,31,2018-01-06 18:10:00
2,1,1.0,11,1,1.0,1.0,35.0,1.0,1.0,3.0,1.0,67,2018-04-04 12:10:00
3,1,1.0,1,2,1.0,1.0,40.0,1.0,1.0,3.0,1.0,25,2015-12-19 21:40:00
2,6,0.0,9,1,1.0,1.0,43.0,1.0,8.0,2.0,1.0,66,2020-12-14 13:50:00
3,1,1.0,10,1,1.0,1.0,27.0,1.0,5.0,2.0,1.0,31,2015-07-18 05:40:00
2,1,1.0,11,1,1.0,1.0,48.0,1.0,13.0,0.0,1.0,37,2018-06-10 09:20:00
3,1,1.0,1,1,1.0,1.0,40.0,1.0,1.0,2.0,1.0,44,2016-05-16 09:30:00
2,1,1.0,9,2,1.0,1.0,47.0,1.0,5.0,3.0,1.0,22,2017-07-18 17:15:00
3,1,1.0,8,1,1.0,1.0,46.0,1.0,1.0,3.0,1.0,14,2019-10-28 19:27:00
3,1,1.0,12,1,1.0,1.0,39.0,1.0,5.0,1.0,1.0,22,2018-11-05 12:55:00
3,1,1.0,2,1,1.0,1.0,33.0,1.0,1.0,3.0,1.0,31,2018-01-16 18:14:00
3,1,1.0,12,1,2.0,1.0,29.0,1.0,1.0,2.0,1.0,31,2019-12-08 07:30:00
3,1,1.0,16,1,1.0,1.0,61.0,1.0,1.0,3.0,1.0,31,2016-04-17 22:35:00
2,1,1.0,9,1,5.0,2.0,52.0,2.0,2.0,2.0,1.0,67,2018-07-16 18:20:00
3,1,1.0,9,2,1.0,1.0,29.0,1.0,5.0,3.0,1.0,44,2020-03-03 07:55:00
3,1,1.0,1,1,1.0,1.0,39.0,2.0,1.0,3.0,1.0,31,2016-01-08 11:28:00
3,1,1.0,6,1,1.0,1.0,31.0,1.0,3.0,2.0,1.0,44,2018-07-06 06:10:00
3,1,1.0,15,1,2.0,1.0,28.0,1.0,5.0,2.0,1.0,13,2019-08-13 16:30:00
3,1,1.0,17,1,2.0,1.0,21.0,1.0,10.0,3.0,1.0,31,2018-10-13 07:30:00
2,1,1.0,1,1,1.0,1.0,32.0,1.0,10.0,3.0,1.0,13,2020-10-03 16:05:00
2,1,1.0,4,1,1.0,1.0,55.0,1.0,10.0,3.0,1.0,67,2019-11-19 07:30:00
3,1,1.0,1,2,5.0,1.0,18.0,1.0,10.0,3.0,1.0,52,2018-06-08 16:30:00
3,1,1.0,7,2,1.0,1.0,32.0,1.0,1.0,2.0,1.0,22,2017-03-31 15:30:00
3,1,1.0,11,10,1.0,1.0,40.0,1.0,5.0,3.0,1.0,67,2016-02-23 05:40:00
3,1,1.0,16,2,1.0,1.0,40.0,1.0,1.0,2.0,1.0,13,2019-04-02 08:45:00
2,1,1.0,7,2,1.0,1.0,30.0,1.0,5.0,3.0,1.0,67,2019-10-27 01:20:00
3,1,1.0,9,1,1.0,1.0,40.0,1.0,5.0,2.0,1.0,53,2020-08-22 09:40:00
3,1,1.0,2,1,1.0,1.0,29.0,1.0,10.0,3.0,1.0,67,2020-12-21 20:03:00
2,1,1.0,8,2,1.0,1.0,21.0,1.0,6.0,3.0,1.0,52,2015-06-05 19:00:00
3,1,1.0,11,1,1.0,1.0,37.0,2.0,1.0,3.0,1.0,13,2017-10-19 06:05:00
3,1,1.0,5,1,1.0,1.0,37.0,1.0,1.0,2.0,1.0,14,2018-01-02 14:30:00
2,1,1.0,7,2,2.0,2.0,33.0,1.0,1.0,3.0,1.0,22,2019-07-13 12:09:00
2,1,1.0,14,1,1.0,1.0,40.0,1.0,2.0,2.0,1.0,5,2018-02-05 10:00:00
2,2,0.0,13,1,4.0,2.0,55.0,2.0,10.0,3.0,1.0,53,2018-02-28 07:30:00
3,1,1.0,13,1,1.0,1.0,46.0,2.0,7.0,2.0,1.0,31,2016-02-25 07:20:00
3,1,1.0,1,1,1.0,1.0,43.0,1.0,8.0,2.0,1.0,16,2018-09-15 06:20:00
2,2,0.0,10,1,2.0,1.0,57.0,1.0,10.0,3.0,1.0,102,2016-03-10 07:53:00
3,1,1.0,10,1,1.0,1.0,57.0,1.0,8.0,2.0,1.0,51,2017-01-12 15:10:00
3,1,1.0,9,1,1.0,1.0,25.0,1.0,5.0,2.0,1.0,31,2019-08-23 14:15:00
3,1,1.0,8,1,1.0,1.0,24.0,1.0,2.0,2.0,1.0,13,2018-07-28 12:05:00
3,1,1.0,5,1,1.0,1.0,34.0,1.0,5.0,3.0,1.0,55,2017-07-11 11:10:00
3,1,1.0,1,1,1.0,1.0,52.0,1.0,2.0,2.0,1.0,13,2017-01-30 15:50:00
3,1,1.0,10,1,1.0,1.0,30.0,1.0,4.0,3.0,1.0,53,2018-03-16 22:00:00
2,1,1.0,4,1,2.0,2.0,27.0,1.0,10.0,3.0,1.0,22,2019-07-18 07:37:00
3,1,1.0,9,1,1.0,1.0,54.0,1.0,4.0,2.0,1.0,40,2016-07-20 06:00:00
2,1,1.0,7,1,3.0,2.0,54.0,2.0,2.0,2.0,1.0,9,2018-04-19 05:15:00
3,1,1.0,8,1,1.0,1.0,54.0,1.0,7.0,2.0,1.0,16,2015-11-16 20:10:00
3,1,1.0,11,1,1.0,1.0,56.0,1.0,1.0,3.0,1.0,67,2018-11-19 23:15:00
3,1,1.0,5,1,1.0,1.0,25.0,2.0,1.0,3.0,1.0,31,2018-08-16 08:40:00
3,1,1.0,13,1,1.0,1.0,57.0,1.0,1.0,2.0,1.0,67,2019-08-07 12:59:00
3,1,1.0,10,1,1.0,1.0,22.0,1.0,1.0,3.0,1.0,13,2016-08-27 15:40:00
2,2,0.0,3,1,4.0,2.0,75.0,2.0,1.0,3.0,1.0,44,2015-05-30 12:30:00
3,1,1.0,14,1,1.0,1.0,51.0,1.0,4.0,2.0,1.0,31,2019-03-27 16:30:00
3,1,1.0,2,2,2.0,1.0,25.0,1.0,5.0,3.0,1.0,31,2017-02-11 11:40:00
2,1,1.0,1,1,1.0,1.0,30.0,1.0,10.0,3.0,1.0,13,2017-02-03 07:30:00
1,1,1.0,13,2,1.0,1.0,21.0,2.0,1.0,3.0,1.0,24,2015-12-13 05:25:00
3,1,1.0,11,4,1.0,1.0,44.0,1.0,1.0,3.0,1.0,13,2015-03-19 09:30:00
2,1,1.0,13,2,3.0,2.0,31.0,2.0,5.0,2.0,1.0,22,2016-04-26 09:30:00
3,1,1.0,2,1,1.0,1.0,42.0,1.0,5.0,1.0,1.0,31,2019-09-17 07:30:00
3,1,1.0,12,1,2.0,1.0,22.0,1.0,5.0,3.0,1.0,31,2015-04-30 13:30:00
3,1,1.0,5,1,1.0,1.0,32.0,1.0,1.0,3.0,1.0,13,2015-01-30 18:00:00
3,1,1.0,11,1,1.0,1.0,23.0,1.0,2.0,3.0,1.0,67,2017-05-04 17:20:00
3,1,4.0,9,2,1.0,1.0,41.0,1.0,1.0,3.0,1.0,51,2020-12-18 12:50:00
1,1,1.0,8,1,2.0,3.0,32.0,1.0,5.0,3.0,1.0,67,2015-05-20 09:20:00
3,1,1.0,5,1,1.0,1.0,33.0,1.0,2.0,2.0,1.0,55,2017-09-27 21:20:00
2,2,0.0,3,1,1.0,2.0,40.0,1.0,1.0,2.0,1.0,102,2018-11-30 21:00:00
3,1,1.0,9,2,1.0,1.0,40.0,2.0,1.0,3.0,1.0,22,2015-11-28 13:00:00
3,1,1.0,12,7,1.0,1.0,39.0,1.0,1.0,2.0,1.0,31,2017-09-24 08:00:00
2,2,0.0,7,1,1.0,1.0,58.0,1.0,4.0,3.0,1.0,98,2018-10-16 13:25:00
2,1,1.0,8,1,3.0,2.0,50.0,2.0,2.0,2.0,1.0,13,2020-11-16 17:56:00
3,1,1.0,18,1,1.0,1.0,65.0,1.0,1.0,2.0,1.0,53,2015-12-24 23:45:00
2,1,1.0,13,2,1.0,1.0,27.0,1.0,10.0,3.0,1.0,52,2015-06-29 05:40:00
3,1,1.0,12,7,1.0,1.0,25.0,0.0,4.0,2.0,1.0,13,2016-02-22 08:30:00
3,1,1.0,1,1,1.0,1.0,52.0,1.0,3.0,2.0,1.0,15,2018-09-23 09:30:00
3,1,1.0,7,1,1.0,1.0,45.0,1.0,1.0,3.0,1.0,13,2016-08-10 06:05:00
3,1,1.0,8,1,5.0,1.0,57.0,1.0,4.0,2.0,1.0,22,2019-12-02 08:40:00
3,1,1.0,11,1,1.0,1.0,42.0,1.0,1.0,2.0,1.0,51,2020-11-25 00:25:00
2,1,1.0,11,1,1.0,1.0,45.0,1.0,1.0,3.0,1.0,31,2015-08-01 14:00:00
3,1,1.0,7,1,1.0,1.0,36.0,1.0,4.0,2.0,1.0,13,2018-01-30 20:40:00
3,1,1.0,8,1,1.0,1.0,31.0,1.0,1.0,3.0,1.0,31,2019-02-12 21:10:00
2,1,4.0,16,1,2.0,2.0,25.0,1.0,10.0,3.0,1.0,67,2020-05-09 01:55:00
2,1,1.0,9,1,2.0,2.0,22.0,1.0,4.0,2.0,1.0,22,2017-03-01 16:00:00
2,1,1.0,2,1,5.0,2.0,20.0,1.0,13.0,0.0,1.0,67,2018-03-16 08:20:00
3,1,1.0,2,10,1.0,1.0,60.0,2.0,1.0,3.0,1.0,44,2016-11-14 13:00:00
2,2,0.0,4,1,2.0,2.0,26.0,2.0,10.0,1.0,1.0,102,2017-12-15 18:05:00
2,1,1.0,11,1,1.0,2.0,28.0,1.0,1.0,3.0,1.0,31,2019-10-14 20:40:00
3,1,1.0,5,2,1.0,1.0,51.0,1.0,1.0,2.0,1.0,49,2015-10-06 15:00:00
3,1,1.0,10,1,1.0,1.0,38.0,1.0,4.0,2.0,1.0,13,2016-10-26 09:40:00
3,1,1.0,12,1,1.0,1.0,43.0,2.0,1.0,3.0,1.0,13,2015-07-04 18:10:00
3,1,1.0,11,1,1.0,1.0,47.0,1.0,1.0,3.0,1.0,31,2018-11-29 19:16:00
2,1,1.0,4,2,5.0,2.0,16.0,1.0,13.0,0.0,1.0,22,2019-12-01 18:00:00
3,1,1.0,16,1,1.0,1.0,28.0,1.0,1.0,3.0,1.0,31,2020-04-24 08:18:00
3,1,1.0,8,1,1.0,1.0,49.0,1.0,5.0,3.0,1.0,31,2016-08-02 20:45:00
2,1,1.0,11,1,1.0,1.0,37.0,1.0,13.0,0.0,1.0,67,2016-02-19 12:25:00
3,1,1.0,13,2,1.0,1.0,33.0,1.0,5.0,3.0,1.0,67,2018-11-16 09:15:00
3,1,1.0,9,1,1.0,1.0,44.0,1.0,2.0,2.0,1.0,31,2016-06-13 06:50:00
2,4,0.0,12,1,1.0,1.0,51.0,1.0,2.0,2.0,1.0,67,2016-10-03 09:50:00
2,1,1.0,6,2,2.0,2.0,32.0,1.0,10.0,3.0,1.0,22,2016-02-09 17:50:00
3,1,1.0,5,2,2.0,1.0,21.0,1.0,10.0,3.0,1.0,22,2017-06-18 10:10:00
3,1,1.0,7,4,1.0,1.0,30.0,1.0,1.0,3.0,1.0,31,2015-01-04 20:00:00
3,1,1.0,11,2,1.0,1.0,44.0,2.0,5.0,3.0,1.0,52,2019-11-04 05:30:00
2,1,1.0,16,1,3.0,2.0,32.0,2.0,10.0,3.0,1.0,31,2020-10-20 16:42:00
3,1,4.0,4,1,1.0,1.0,34.0,1.0,2.0,2.0,1.0,67,2017-03-28 19:35:00
3,1,1.0,10,2,1.0,1.0,58.0,2.0,7.0,2.0,1.0,52,2020-02-09 19:10:00
2,1,1.0,14,1,2.0,2.0,50.0,1.0,1.0,3.0,1.0,31,2016-09-05 15:00:00
2,2,0.0,5,2,4.0,2.0,12.0,2.0,1.0,2.0,1.0,67,2018-11-10 16:45:00
2,1,1.0,19,2,3.0,2.0,54.0,2.0,1.0,2.0,1.0,22,2019-08-06 13:40:00
3,1,1.0,11,1,1.0,1.0,25.0,1.0,5.0,3.0,1.0,31,2018-01-08 14:05:00
3,1,1.0,1,2,1.0,1.0,71.0,2.0,1.0,3.0,1.0,13,2018-02-16 21:00:00
2,1,1.0,1,1,1.0,1.0,29.0,1.0,9.0,2.0,1.0,31,2018-10-23 06:48:00
3,1,1.0,7,1,1.0,1.0,43.0,1.0,10.0,3.0,1.0,42,2017-09-05 17:10:00
3,1,1.0,1,1,1.0,1.0,59.0,1.0,5.0,3.0,1.0,44,2016-09-04 09:30:00
2,1,1.0,11,2,3.0,2.0,25.0,1.0,1.0,3.0,1.0,22,2017-05-22 10:30:00
2,1,1.0,8,1,2.0,2.0,24.0,1.0,10.0,3.0,1.0,31,2017-01-03 18:00:00
2,1,1.0,12,1,2.0,1.0,30.0,1.0,10.0,3.0,1.0,67,2019-09-10 07:30:00
3,1,1.0,10,2,1.0,1.0,22.0,1.0,1.0,3.0,1.0,55,2016-02-16 16:50:00
3,1,1.0,8,1,1.0,1.0,24.0,1.0,2.0,2.0,1.0,31,2020-11-27 17:30:00
3,1,1.0,10,1,1.0,1.0,42.0,1.0,1.0,2.0,1.0,13,2019-10-02 22:20:00
3,1,1.0,14,1,1.0,1.0,23.0,1.0,1.0,3.0,1.0,13,2020-10-29 10:50:00
2,1,1.0,13,1,3.0,2.0,37.0,2.0,2.0,2.0,1.0,31,2016-08-11 08:49:00
3,1,1.0,16,1,1.0,1.0,27.0,1.0,2.0,2.0,1.0,13,2017-08-02 16:45:00
2,2,0.0,19,1,4.0,2.0,70.0,1.0,10.0,3.0,1.0,67,2019-03-18 06:52:00
3,1,1.0,1,1,1.0,1.0,37.71525130603967,0.0,0.0,0.0,2.0,13,2019-05-12 14:30:00
3,1,1.0,7,2,1.0,1.0,51.0,1.0,1.0,3.0,1.0,13,2017-10-27 18:15:00
2,1,1.0,13,1,2.0,1.0,23.0,1.0,13.0,0.0,1.0,13,2020-11-13 14:15:00
3,1,1.0,10,1,1.0,1.0,63.0,1.0,1.0,3.0,1.0,55,2015-12-18 11:10:00
3,1,1.0,1,1,1.0,1.0,37.0,2.0,6.0,3.0,1.0,31,2016-10-25 12:43:00
2,2,0.0,8,1,4.0,2.0,41.0,1.0,6.0,3.0,1.0,100,2016-11-27 03:30:00
3,1,1.0,2,1,1.0,1.0,39.0,1.0,1.0,3.0,1.0,13,2015-05-08 15:40:00
3,1,1.0,8,1,1.0,1.0,55.0,1.0,1.0,2.0,1.0,51,2018-03-12 20:30:00
2,1,1.0,9,2,1.0,1.0,39.0,1.0,1.0,2.0,1.0,25,2015-04-10 02:10:00
3,1,1.0,1,1,1.0,1.0,40.0,1.0,1.0,3.0,1.0,31,2016-04-22 12:45:00
3,1,1.0,1,1,1.0,1.0,52.0,1.0,1.0,2.0,1.0,31,2016-11-24 17:30:00
3,1,1.0,10,1,1.0,1.0,39.0,1.0,1.0,3.0,1.0,32,2015-09-25 07:30:00
3,1,1.0,16,1,1.0,1.0,59.0,1.0,1.0,2.0,1.0,13,2016-04-04 16:30:00
2,1,1.0,16,2,1.0,1.0,21.0,1.0,5.0,3.0,1.0,22,2016-10-26 07:15:00
3,1,1.0,10,1,1.0,1.0,30.0,1.0,1.0,3.0,1.0,31,2015-06-28 14:10:00
3,1,1.0,18,2,1.0,1.0,44.0,2.0,2.0,2.0,1.0,67,2018-12-06 05:07:00
3,1,1.0,8,1,1.0,1.0,46.0,1.0,1.0,3.0,1.0,31,2018-12-10 23:45:00
3,1,1.0,1,1,1.0,1.0,29.0,1.0,1.0,3.0,1.0,67,2016-04-22 06:00:00
2,1,1.0,1,2,2.0,2.0,60.0,1.0,10.0,3.0,1.0,52,2019-04-22 05:52:00
3,1,1.0,5,1,1.0,1.0,47.0,1.0,4.0,2.0,1.0,67,2020-11-21 17:50:00
3,1,1.0,12,1,1.0,1.0,34.0,1.0,1.0,2.0,1.0,31,2017-10-28 00:10:00
2,1,1.0,6,2,2.0,2.0,41.0,2.0,1.0,3.0,1.0,53,2020-03-11 06:15:00
3,1,1.0,14,1,1.0,1.0,57.0,1.0,2.0,2.0,1.0,31,2018-06-23 07:20:00
3,1,1.0,8,1,1.0,1.0,32.0,1.0,1.0,3.0,1.0,31,2015-09-05 15:55:00
3,1,1.0,9,1,1.0,1.0,27.0,1.0,1.0,2.0,1.0,14,2015-10-29 23:30:00
3,1,1.0,6,1,1.0,1.0,36.0,1.0,1.0,3.0,1.0,16,2016-09-10 11:30:00
2,1,1.0,19,1,5.0,2.0,9.0,1.0,10.0,3.0,1.0,4,2018-05-10 08:30:00
2,1,1.0,9,1,1.0,1.0,48.0,1.0,8.0,2.0,1.0,12,2020-10-10 05:45:00
2,2,0.0,8,1,2.0,1.0,22.0,1.0,10.0,3.0,1.0,102,2017-01-23 21:55:00
2,1,1.0,12,1,2.0,2.0,34.0,1.0,10.0,3.0,1.0,13,2018-09-23 10:20:00
2,2,0.0,6,1,2.0,1.0,27.0,1.0,10.0,3.0,1.0,12,2015-06-10 16:40:00
3,1,1.0,8,1,1.0,1.0,42.0,1.0,2.0,2.0,1.0,31,2015-06-03 22:45:00
2,1,1.0,7,2,2.0,2.0,20.0,1.0,4.0,2.0,1.0,22,2016-02-05 13:00:00
3,1,1.0,5,1,2.0,1.0,47.0,1.0,10.0,3.0,1.0,13,2016-12-28 13:00:00
3,1,1.0,12,2,1.0,1.0,37.0,1.0,6.0,1.0,1.0,44,2018-10-18 09:50:00
2,1,1.0,18,2,2.0,2.0,19.0,2.0,1.0,2.0,1.0,22,2015-08-25 07:10:00
2,1,1.0,10,1,2.0,2.0,42.0,1.0,10.0,3.0,1.0,44,2017-12-28 07:40:00
2,1,1.0,10,2,1.0,1.0,39.0,1.0,10.0,3.0,1.0,13,2019-11-16 00:28:00
2,1,1.0,19,2,3.0,2.0,29.0,2.0,5.0,2.0,1.0,22,2019-08-02 14:47:00
3,1,1.0,1,1,1.0,1.0,32.0,1.0,1.0,3.0,1.0,13,2019-05-09 18:10:00
3,1,1.0,12,1,1.0,1.0,40.0,1.0,6.0,3.0,1.0,31,2019-03-21 10:30:00
2,1,1.0,10,1,1.0,1.0,32.0,1.0,5.0,3.0,1.0,13,2016-05-14 08:40:00
3,1,1.0,6,2,1.0,1.0,47.0,1.0,10.0,3.0,1.0,22,2015-10-23 06:00:00
3,1,1.0,16,1,1.0,1.0,37.0,1.0,2.0,2.0,1.0,87,2020-08-09 00:25:00
3,1,1.0,11,2,1.0,1.0,46.0,1.0,6.0,3.0,1.0,31,2015-02-22 11:00:00
