gravedad,claseSiniestro,choque,codigoLocalidad,disenoLugar,condicion,estado,edad,sexo,claseVehiculo,servicio,enfuga,codigoCausa,fechaHora
2,2,0.0,10,1,4.0,2.0,39.0,2.0,10.0,3.0,1.0,26,2017-08-06 20:00:00
3,1,1.0,2,1,1.0,1.0,26.0,1.0,2.0,2.0,1.0,31,2015-10-30 11:00:00
3,1,1.0,9,1,1.0,1.0,40.0,1.0,1.0,3.0,1.0,31,2017-03-10 06:30:00
3,1,1.0,8,1,1.0,1.0,18.0,1.0,4.0,2.0,1.0,53,2017-02-21 09:00:00
3,1,1.0,9,1,1.0,1.0,30.0,1.0,1.0,3.0,1.0,55,2018-05-25 08:40:00
3,1,1.0,8,1,1.0,1.0,54.0,1.0,5.0,2.0,1.0,13,2018-02-13 10:30:00
2,2,0.0,8,1,2.0,1.0,25.0,1.0,10.0,3.0,1.0,95,2020-01-15 07:15:00
3,1,1.0,8,10,1.0,1.0,31.0,1.0,4.0,2.0,1.0,67,2017-05-07 06:50:00
2,1,1.0,1,1,2.0,1.0,21.0,1.0,13.0,0.0,1.0,37,2020-09-16 15:40:00
2,1,1.0,8,1,1.0,1.0,36.0,1.0,1.0,2.0,1.0,31,2015-02-25 14:00:00
3,1,1.0,1,1,1.0,1.0,25.0,1.0,1.0,2.0,1.0,13,2015-08-31 21:50:00
2,2,0.0,18,1,4.0,2.0,74.0,1.0,10.0,3.0,1.0,67,2018-11-14 09:38:00
3,1,1.0,16,1,1.0,1.0,26.0,1.0,2.0,2.0,1.0,13,2018-04-25 10:56:00
2,1,1.0,10,1,2.0,2.0,33.0,1.0,10.0,3.0,1.0,22,2018-06-27 07:30:00
3,1,1.0,1,1,1.0,1.0,66.0,1.0,1.0,3.0,1.0,31,2019-03-25 12:15:00
2,1,1.0,7,7,5.0,2.0,32.0,1.0,5.0,3.0,1.0,67,2019-09-03 09:25:00
3,1,1.0,12,2,1.0,1.0,36.0,1.0,2.0,2.0,1.0,22,2016-05-13 07:00:00
3,1,1.0,3,2,1.0,1.0,37.0,2.0,1.0,3.0,1.0,22,2016-12-01 15:40:00
2,1,1.0,12,1,1.0,1.0,37.0,1.0,2.0,2.0,1.0,13,2018-03-08 13:10:00
3,1,1.0,9,10,1.0,1.0,54.0,1.0,8.0,2.0,1.0,44,2016-03-29 13:50:00
3,1,1.0,14,1,1.0,1.0,33.0,1.0,7.0,2.0,1.0,13,2015-10-09 17:10:00
3,1,1.0,18,1,1.0,1.0,42.0,1.0,5.0,2.0,1.0,22,2017-11-11 17:00:00
3,1,1.0,13,2,1.0,1.0,37.0,2.0,1.0,3.0,1.0,22,2015-07-21 09:00:00
3,1,1.0,4,1,1.0,1.0,28.0,1.0,10.0,3.0,1.0,67,2019-06-17 13:41:00
2,1,1.0,12,1,2.0,2.0,21.0,1.0,1.0,3.0,1.0,13,2016-02-23 07:30:00
2,1,1.0,16,1,0.0,0.0,37.71525130603967,0.0,0.0,0.0,0.0,13,2018-04-24 05:30:00
3,1,4.0,9,1,1.0,1.0,42.0,1.0,4.0,2.0,1.0,53,2016-01-16 12:00:00
3,1,1.0,9,4,1.0,1.0,29.0,1.0,5.0,3.0,1.0,26,2017-11-08 09:20:00
2,1,1.0,11,1,5.0,2.0,29.0,1.0,13.0,0.0,1.0,67,2018-10-09 07:50:00
3,1,1.0,1,1,1.0,1.0,36.0,1.0,6.0,3.0,1.0,28,2018-11-12 13:34:00
3,1,1.0,8,1,1.0,1.0,67.0,1.0,1.0,3.0,1.0,22,2017-11-14 18:30:00
3,1,1.0,13,2,1.0,1.0,28.0,1.0,2.0,2.0,1.0,15,2016-10-15 08:15:00
3,1,1.0,8,1,1.0,1.0,36.0,1.0,1.0,3.0,1.0,13,2015-06-05 21:00:00
2,1,1.0,10,1,2.0,2.0,23.0,1.0,1.0,2.0,1.0,89,2016-03-22 06:30:00
2,1,1.0,13,1,2.0,2.0,23.0,1.0,1.0,2.0,1.0,22,2018-04-23 07:25:00
3,1,1.0,18,1,1.0,1.0,54.0,1.0,1.0,2.0,1.0,22,2015-04-14 18:00:00
3,1,1.0,11,1,2.0,1.0,33.0,1.0,5.0,2.0,1.0,31,2016-04-19 14:00:00
3,1,1.0,13,1,1.0,1.0,42.0,1.0,1.0,3.0,1.0,13,2019-05-05 19:52:00
2,1,1.0,7,2,1.0,2.0,44.0,1.0,5.0,2.0,1.0,22,2016-05-20 08:15:00
3,1,1.0,1,1,1.0,1.0,33.0,1.0,1.0,3.0,1.0,31,2018-09-04 08:00:00
3,1,1.0,9,1,1.0,1.0,46.0,1.0,2.0,2.0,1.0,29,2020-12-03 10:00:00
3,1,1.0,1,1,2.0,1.0,34.0,1.0,1.0,2.0,1.0,26,2017-10-17 22:10:00
3,1,1.0,16,1,1.0,1.0,47.0,2.0,0.0,0.0,1.0,31,2018-12-29 11:45:00
3,1,1.0,2,2,2.0,1.0,29.0,1.0,13.0,0.0,1.0,22,2015-07-31 17:30:00
3,1,1.0,8,1,1.0,1.0,57.0,1.0,1.0,3.0,1.0,13,2020-03-18 14:40:00
3,1,1.0,1,1,1.0,1.0,30.0,2.0,1.0,2.0,1.0,31,2019-06-15 14:40:00
2,2,0.0,5,2,4.0,2.0,52.0,2.0,10.0,3.0,1.0,92,2017-06-13 15:00:00
3,1,1.0,16,2,2.0,1.0,39.0,1.0,6.0,3.0,1.0,13,2018-09-11 19:40:00
3,1,1.0,11,1,1.0,1.0,52.0,1.0,1.0,3.0,1.0,31,2018-04-16 06:50:00
3,1,1.0,7,1,1.0,1.0,22.0,1.0,7.0,2.0,1.0,53,2018-01-24 11:30:00
3,1,1.0,10,1,1.0,1.0,41.0,1.0,1.0,3.0,1.0,13,2019-04-09 07:00:00
2,2,0.0,5,1,4.0,2.0,32.0,1.0,1.0,0.0,2.0,101,2020-12-24 02:28:00
2,2,0.0,18,1,4.0,2.0,41.0,1.0,10.0,3.0,1.0,101,2016-12-30 19:10:00
3,1,1.0,7,1,1.0,1.0,31.0,1.0,5.0,3.0,1.0,31,2019-10-10 06:50:00
2,3,0.0,11,1,1.0,1.0,28.0,1.0,2.0,2.0,1.0,67,2018-11-10 07:00:00
2,1,1.0,9,1,2.0,2.0,37.0,1.0,10.0,3.0,1.0,31,2017-12-18 17:30:00
3,1,1.0,12,1,1.0,1.0,41.0,1.0,5.0,3.0,1.0,13,2020-09-16 10:01:00
2,1,1.0,9,1,5.0,2.0,55.0,1.0,13.0,0.0,1.0,67,2016-09-22 17:20:00
2,1,1.0,9,2,2.0,2.0,22.0,1.0,10.0,3.0,1.0,15,2019-06-06 07:40:00
3,1,1.0,9,1,1.0,1.0,34.0,1.0,1.0,3.0,1.0,67,2019-05-29 23:40:00
2,1,1.0,2,2,1.0,1.0,50.0,1.0,5.0,3.0,1.0,37,2015-09-18 03:25:00
3,1,1.0,8,2,1.0,1.0,32.0,2.0,5.0,3.0,1.0,67,2018-12-13 12:00:00
3,1,1.0,1,1,1.0,1.0,27.0,1.0,1.0,3.0,1.0,13,2015-11-03 08:05:00
2,2,0.0,11,1,4.0,2.0,43.0,2.0,1.0,3.0,1.0,42,2019-01-16 11:58:00
3,1,1.0,13,1,1.0,1.0,51.0,1.0,2.0,2.0,1.0,13,2017-05-22 19:50:00
3,1,1.0,8,1,1.0,1.0,30.0,1.0,1.0,3.0,1.0,22,2016-06-24 20:00:00
3,1,1.0,16,1,1.0,1.0,55.0,2.0,6.0,3.0,1.0,31,2019-05-28 14:50:00
3,1,1.0,8,1,1.0,1.0,43.0,1.0,1.0,3.0,1.0,31,2017-11-04 11:40:00
3,1,1.0,8,1,1.0,1.0,29.0,1.0,1.0,3.0,1.0,14,2017-10-22 13:30:00
2,1,1.0,16,2,4.0,2.0,26.0,2.0,10.0,3.0,1.0,52,2019-01-10 21:23:00
3,1,1.0,16,1,1.0,1.0,57.0,1.0,1.0,3.0,1.0,53,2017-08-23 21:40:00
3,1,1.0,11,1,1.0,1.0,44.0,1.0,5.0,3.0,1.0,31,2015-05-13 09:30:00
2,1,1.0,18,2,5.0,2.0,18.0,1.0,13.0,0.0,1.0,52,2020-08-24 14:19:00
2,1,1.0,11,1,3.0,2.0,37.0,2.0,1.0,1.0,1.0,13,2020-02-11 12:00:00
3,1,1.0,9,1,1.0,1.0,31.0,1.0,1.0,3.0,1.0,13,2019-09-14 14:15:00
3,1,1.0,2,1,1.0,1.0,46.0,1.0,5.0,3.0,1.0,67,2017-05-07 08:40:00
3,1,1.0,11,1,1.0,1.0,48.0,1.0,6.0,3.0,1.0,67,2019-04-04 18:05:00
3,1,1.0,1,1,1.0,1.0,39.0,1.0,2.0,2.0,1.0,13,2015-01-24 15:00:00
3,1,1.0,11,1,1.0,1.0,26.0,1.0,1.0,1.0,1.0,31,2018-03-31 14:00:00
3,1,1.0,16,1,1.0,1.0,52.0,1.0,4.0,2.0,1.0,31,2015-03-20 17:45:00
2,1,1.0,14,1,1.0,2.0,23.0,1.0,1.0,3.0,1.0,22,2018-05-09 05:50:00
2,2,0.0,4,1,4.0,2.0,60.0,2.0,10.0,3.0,1.0,100,2019-08-15 18:05:00
2,1,1.0,9,1,1.0,1.0,33.0,1.0,13.0,0.0,1.0,31,2015-05-01 06:50:00
3,1,1.0,16,1,1.0,1.0,17.0,1.0,2.0,2.0,1.0,55,2018-12-06 18:00:00
3,1,1.0,6,1,1.0,1.0,52.0,1.0,4.0,2.0,1.0,31,2016-06-02 13:40:00
3,1,1.0,8,1,1.0,1.0,33.0,1.0,1.0,3.0,1.0,67,2017-07-27 04:00:00
2,1,1.0,16,1,1.0,1.0,19.0,1.0,10.0,3.0,1.0,13,2017-03-20 14:00:00
2,1,1.0,13,1,3.0,2.0,54.0,2.0,2.0,2.0,1.0,31,2019-05-13 06:30:00
3,1,1.0,12,1,1.0,1.0,27.0,2.0,1.0,3.0,1.0,31,2020-03-07 16:22:00
3,1,1.0,11,1,1.0,1.0,25.0,2.0,1.0,3.0,1.0,53,2020-09-20 10:34:00
3,1,1.0,10,1,1.0,1.0,37.0,1.0,1.0,3.0,1.0,13,2018-03-26 06:30:00
2,1,1.0,19,2,5.0,2.0,18.0,1.0,1.0,3.0,1.0,67,2018-09-15 05:30:00
3,1,1.0,2,1,1.0,1.0,34.0,1.0,1.0,3.0,1.0,31,2019-09-17 10:30:00
3,1,1.0,19,1,1.0,1.0,32.0,1.0,1.0,3.0,1.0,50,2016-12-28 21:00:00
2,1,1.0,4,2,3.0,2.0,0.0,1.0,1.0,2.0,1.0,22,2015-03-14 21:19:00
3,1,1.0,8,1,1.0,1.0,29.0,2.0,1.0,3.0,1.0,31,2019-09-19 17:06:00
3,1,1.0,16,1,1.0,1.0,58.0,1.0,1.0,3.0,1.0,13,2017-07-04 19:40:00
3,1,1.0,13,2,2.0,1.0,37.0,1.0,10.0,3.0,1.0,22,2017-04-28 18:50:00
2,1,1.0,9,1,1.0,1.0,60.0,1.0,13.0,0.0,1.0,4,2019-02-03 12:40:00
2,1,1.0,12,7,3.0,2.0,21.0,1.0,1.0,3.0,1.0,42,2020-01-25 17:45:00
2,1,1.0,4,2,2.0,1.0,36.0,1.0,10.0,3.0,1.0,32,2016-07-18 22:30:00
2,1,1.0,4,1,1.0,1.0,25.0,1.0,10.0,3.0,1.0,42,2016-05-07 23:10:00
3,1,1.0,14,1,1.0,1.0,52.0,1.0,10.0,3.0,1.0,31,2018-05-30 17:50:00
3,1,1.0,12,1,1.0,1.0,78.0,2.0,8.0,2.0,1.0,13,2019-08-29 11:00:00
3,1,1.0,11,11,1.0,1.0,25.0,1.0,2.0,2.0,1.0,13,2020-07-27 16:40:00
1,1,4.0,6,1,1.0,2.0,25.0,1.0,1.0,3.0,1.0,26,2019-10-31 04:50:00
3,1,1.0,6,1,1.0,1.0,37.0,1.0,1.0,2.0,1.0,31,2016-08-10 19:30:00
3,1,1.0,10,1,1.0,1.0,41.0,1.0,10.0,3.0,1.0,13,2020-12-18 22:58:00
3,1,4.0,18,1,1.0,1.0,35.0,1.0,2.0,2.0,1.0,26,2018-08-14 12:10:00
2,1,1.0,10,1,1.0,1.0,46.0,1.0,2.0,2.0,1.0,31,2018-01-10 16:00:00
1,2,0.0,12,1,4.0,3.0,51.0,1.0,1.0,3.0,1.0,101,2017-12-02 05:00:00
2,1,1.0,13,1,1.0,1.0,31.0,1.0,1.0,3.0,1.0,13,2019-06-03 16:35:00
3,1,1.0,1,1,1.0,1.0,33.0,1.0,1.0,3.0,1.0,13,2015-04-15 12:40:00
3,1,1.0,8,1,1.0,1.0,49.0,2.0,2.0,2.0,1.0,13,2018-08-18 19:22:00
3,1,1.0,1,1,1.0,1.0,52.0,1.0,2.0,2.0,1.0,42,2016-05-16 09:20:00
2,1,1.0,12,2,5.0,2.0,17.0,1.0,13.0,0.0,1.0,67,2019-08-23 13:24:00
3,1,1.0,18,1,1.0,1.0,59.0,1.0,1.0,3.0,1.0,31,2020-02-20 08:00:00
1,2,0.0,10,1,1.0,1.0,48.0,1.0,2.0,2.0,1.0,102,2016-01-12 19:48:00
2,1,1.0,7,1,3.0,2.0,35.0,2.0,10.0,3.0,1.0,42,2018-04-07 19:40:00
2,1,1.0,6,1,1.0,1.0,42.0,1.0,5.0,3.0,1.0,67,2018-03-17 08:00:00
3,1,1.0,4,2,1.0,1.0,39.0,1.0,1.0,3.0,1.0,22,2018-03-04 12:30:00
2,1,1.0,9,1,1.0,1.0,37.71525130603967,0.0,7.0,2.0,1.0,49,2015-09-15 12:30:00
3,1,1.0,11,2,1.0,1.0,41.0,1.0,1.0,1.0,2.0,22,2018-03-21 21:10:00
3,1,1.0,3,1,1.0,1.0,52.0,2.0,1.0,3.0,1.0,69,2019-12-24 07:29:00
2,1,1.0,19,1,1.0,1.0,54.0,1.0,13.0,0.0,1.0,22,2018-11-10 20:03:00
2,1,1.0,10,1,3.0,2.0,24.0,1.0,2.0,2.0,1.0,67,2015-09-29 06:15:00
2,1,1.0,12,1,1.0,1.0,43.0,1.0,5.0,3.0,1.0,16,2018-11-30 09:00:00
3,1,1.0,4,1,1.0,1.0,54.0,1.0,2.0,2.0,1.0,14,2019-12-28 14:11:00
3,1,1.0,10,1,1.0,1.0,37.71525130603967,0.0,1.0,3.0,1.0,31,2016-09-25 13:15:00
3,1,1.0,14,1,1.0,1.0,43.0,1.0,6.0,3.0,1.0,67,2019-02-14 13:20:00
3,1,1.0,3,1,1.0,1.0,40.0,1.0,1.0,2.0,1.0,31,2017-04-07 17:00:00
1,1,1.0,16,1,1.0,1.0,41.0,1.0,13.0,0.0,1.0,31,2018-11-23 07:30:00
2,2,0.0,10,1,1.0,1.0,36.0,1.0,13.0,0.0,1.0,16,2017-04-30 12:30:00
2,1,1.0,5,1,2.0,2.0,28.0,1.0,10.0,3.0,1.0,14,2019-01-08 08:00:00
3,1,1.0,13,1,1.0,1.0,50.0,1.0,4.0,3.0,1.0,13,2016-04-27 12:30:00
2,1,1.0,9,1,5.0,2.0,23.0,1.0,5.0,2.0,1.0,13,2019-10-01 16:30:00
3,1,1.0,2,1,1.0,1.0,50.0,1.0,1.0,2.0,1.0,31,2017-12-06 14:05:00
2,1,1.0,12,2,3.0,2.0,36.0,2.0,6.0,3.0,1.0,22,2017-02-14 08:35:00
3,1,1.0,13,1,1.0,1.0,19.0,1.0,1.0,3.0,1.0,31,2020-01-21 09:40:00
3,1,1.0,14,2,1.0,1.0,39.0,1.0,1.0,2.0,1.0,52,2019-08-05 01:10:00
2,1,1.0,11,1,1.0,1.0,62.0,1.0,1.0,3.0,1.0,84,2018-09-04 06:30:00
2,1,1.0,7,2,5.0,2.0,14.0,1.0,10.0,3.0,1.0,67,2018-08-28 20:10:00
3,1,1.0,8,1,1.0,1.0,53.0,1.0,5.0,3.0,1.0,31,2016-12-27 09:00:00
3,1,1.0,10,1,1.0,1.0,43.0,1.0,1.0,3.0,1.0,31,2015-08-26 18:00:00
3,1,1.0,11,1,1.0,1.0,57.0,1.0,1.0,3.0,1.0,32,2017-05-19 14:20:00
3,1,1.0,12,1,1.0,1.0,20.0,1.0,1.0,3.0,1.0,13,2017-05-15 22:00:00
3,1,1.0,12,1,1.0,1.0,66.0,1.0,1.0,3.0,1.0,31,2017-07-12 13:00:00
2,1,1.0,12,1,3.0,2.0,61.0,2.0,5.0,3.0,1.0,42,2015-09-17 16:45:00
3,1,1.0,16,2,1.0,1.0,44.0,1.0,1.0,3.0,1.0,22,2017-02-02 20:58:00
2,1,1.0,14,1,1.0,1.0,35.0,1.0,8.0,2.0,1.0,31,2020-04-11 15:30:00
3,1,1.0,1,1,1.0,1.0,29.0,1.0,1.0,3.0,1.0,31,2020-09-13 12:00:00
2,1,4.0,10,1,1.0,1.0,37.71525130603967,0.0,10.0,3.0,1.0,31,2016-09-11 07:50:00
3,1,1.0,2,1,1.0,1.0,30.0,1.0,6.0,3.0,1.0,13,2019-04-30 14:52:00
2,1,1.0,13,1,3.0,2.0,23.0,2.0,6.0,3.0,1.0,32,2015-04-15 07:30:00
3,1,1.0,11,1,1.0,1.0,23.0,1.0,1.0,3.0,1.0,31,2018-05-31 13:30:00
2,1,1.0,3,2,3.0,2.0,44.0,2.0,1.0,2.0,1.0,52,2017-10-17 23:58:00
3,1,1.0,14,2,1.0,1.0,51.0,2.0,1.0,3.0,1.0,55,2017-12-21 11:00:00
3,1,1.0,8,1,1.0,1.0,32.0,1.0,1.0,3.0,1.0,31,2016-06-20 12:14:00
3,1,1.0,8,1,1.0,1.0,23.0,1.0,1.0,2.0,1.0,13,2016-11-14 09:00:00
2,1,1.0,1,1,3.0,2.0,62.0,2.0,1.0,3.0,1.0,31,2015-05-09 12:40:00
3,1,1.0,10,1,1.0,1.0,32.0,1.0,4.0,2.0,1.0,31,2016-07-16 07:30:00
3,1,1.0,14,1,1.0,1.0,47.0,1.0,1.0,2.0,1.0,55,2020-03-08 11:38:00
3,1,1.0,10,1,1.0,1.0,30.0,1.0,1.0,3.0,1.0,31,2020-09-20 15:34:00
3,1,1.0,1,1,1.0,1.0,38.0,2.0,3.0,2.0,1.0,31,2016-12-19 09:30:00
2,1,1.0,11,2,1.0,1.0,34.0,2.0,1.0,3.0,1.0,32,2015-10-06 13:40:00
3,1,1.0,1,1,1.0,1.0,33.0,1.0,1.0,3.0,1.0,31,2015-10-25 02:00:00
3,1,1.0,10,1,1.0,1.0,34.0,1.0,1.0,3.0,1.0,31,2018-05-12 07:40:00
3,1,1.0,11,1,1.0,1.0,59.0,2.0,6.0,3.0,1.0,35,2019-08-01 14:40:00
2,1,1.0,6,2,1.0,1.0,45.0,1.0,10.0,3.0,1.0,22,2015-03-11 04:40:00
3,1,1.0,9,1,1.0,1.0,33.0,2.0,1.0,3.0,1.0,13,2016-12-04 21:00:00
3,1,1.0,11,2,1.0,1.0,63.0,2.0,1.0,3.0,1.0,31,2016-02-20 16:15:00
2,1,1.0,7,2,5.0,2.0,18.0,2.0,13.0,0.0,1.0,52,2018-11-16 21:30:00
3,1,1.0,6,1,1.0,1.0,19.0,1.0,1.0,3.0,1.0,13,2018-01-20 16:30:00
2,1,1.0,18,2,1.0,1.0,51.0,1.0,10.0,3.0,1.0,22,2015-04-21 13:15:00
2,1,1.0,7,2,5.0,2.0,20.0,2.0,1.0,3.0,1.0,32,2017-06-03 13:20:00
3,1,1.0,9,1,1.0,1.0,35.0,2.0,1.0,3.0,1.0,31,2018-04-30 07:55:00
3,1,1.0,1,1,1.0,1.0,37.0,1.0,2.0,2.0,1.0,67,2018-04-10 13:05:00
2,1,1.0,19,2,2.0,2.0,23.0,1.0,1.0,3.0,1.0,22,2020-11-23 11:10:00
3,1,1.0,9,1,1.0,1.0,39.0,1.0,1.0,3.0,1.0,67,2018-11-28 19:15:00
3,1,1.0,19,1,1.0,1.0,54.0,1.0,4.0,2.0,1.0,29,2016-02-05 21:15:00
2,1,1.0,8,1,1.0,1.0,24.0,1.0,10.0,3.0,1.0,9,2020-11-28 10:35:00
3,1,1.0,11,1,1.0,1.0,26.0,1.0,1.0,3.0,1.0,31,2015-03-03 16:15:00
2,1,1.0,13,1,1.0,1.0,47.0,1.0,5.0,3.0,1.0,31,2018-09-12 09:10:00
3,1,4.0,1,1,1.0,1.0,44.0,1.0,2.0,2.0,1.0,53,2015-05-29 15:30:00
3,1,1.0,11,1,1.0,1.0,28.0,1.0,1.0,2.0,1.0,13,2017-10-12 11:15:00
2,3,0.0,13,1,3.0,2.0,29.0,2.0,7.0,2.0,1.0,89,2015-01-12 17:42:00
2,1,1.0,13,1,2.0,1.0,36.0,1.0,1.0,3.0,1.0,16,2015-09-06 06:20:00
3,1,1.0,11,1,1.0,1.0,52.0,1.0,1.0,3.0,1.0,31,2018-06-17 11:45:00
2,1,1.0,10,1,1.0,1.0,27.0,1.0,6.0,3.0,1.0,31,2015-03-30 11:00:00
2,1,1.0,4,2,1.0,1.0,52.0,1.0,1.0,2.0,1.0,22,2015-02-17 07:00:00
3,1,1.0,10,1,1.0,1.0,54.0,1.0,2.0,2.0,1.0,31,2015-10-10 08:10:00
2,1,1.0,16,1,3.0,2.0,18.0,2.0,10.0,3.0,1.0,13,2019-04-06 18:40:00
3,1,1.0,1,1,1.0,1.0,35.0,1.0,1.0,3.0,1.0,9,2017-09-16 13:55:00
3,1,1.0,1,1,1.0,1.0,34.0,2.0,2.0,2.0,1.0,44,2017-02-12 14:50:00
3,1,1.0,10,1,1.0,1.0,39.0,1.0,2.0,2.0,1.0,44,2018-04-25 13:00:00
2,1,1.0,8,2,1.0,1.0,24.0,1.0,10.0,3.0,1.0,22,2017-03-19 21:05:00
2,2,0.0,16,1,4.0,2.0,58.0,1.0,1.0,3.0,1.0,44,2018-12-07 13:30:00
3,1,1.0,1,1,1.0,1.0,37.71525130603967,0.0,1.0,1.0,2.0,67,2017-11-04 01:00:00
3,1,1.0,11,1,1.0,1.0,45.0,2.0,7.0,3.0,1.0,15,2017-03-16 06:39:00
3,1,1.0,14,1,1.0,1.0,46.0,1.0,1.0,3.0,1.0,67,2019-06-21 19:45:00
3,1,1.0,4,1,1.0,1.0,33.0,1.0,4.0,2.0,1.0,67,2018-07-07 17:20:00
2,1,1.0,1,1,1.0,1.0,27.0,1.0,1.0,3.0,1.0,51,2015-02-11 21:15:00
3,1,1.0,15,1,1.0,1.0,54.0,1.0,4.0,2.0,1.0,67,2019-04-10 09:00:00
3,1,1.0,6,1,1.0,1.0,55.0,1.0,10.0,3.0,1.0,51,2018-05-04 14:30:00
3,1,1.0,13,1,1.0,1.0,22.0,2.0,1.0,3.0,1.0,31,2018-03-21 11:30:00
2,1,1.0,18,1,1.0,1.0,27.0,1.0,7.0,2.0,1.0,1,2016-04-28 13:00:00
3,1,1.0,8,1,1.0,1.0,20.0,1.0,4.0,2.0,1.0,13,2020-09-07 09:50:00
2,6,0.0,7,1,3.0,2.0,19.0,2.0,2.0,2.0,1.0,67,2017-08-13 22:00:00
2,1,1.0,9,1,1.0,1.0,54.0,1.0,10.0,3.0,1.0,42,2020-05-23 08:20:00
3,1,1.0,15,1,1.0,1.0,25.0,1.0,4.0,2.0,1.0,13,2019-06-15 07:15:00
3,1,1.0,16,1,1.0,1.0,52.0,1.0,1.0,3.0,1.0,13,2020-02-21 19:40:00
1,1,1.0,19,1,1.0,1.0,36.0,1.0,1.0,3.0,1.0,31,2020-10-16 03:45:00
1,3,0.0,10,4,1.0,1.0,38.0,1.0,1.0,2.0,1.0,9,2019-08-10 22:20:00
2,1,1.0,11,2,3.0,2.0,21.0,1.0,1.0,3.0,1.0,22,2016-06-08 16:40:00
2,2,0.0,4,2,4.0,2.0,1.0,2.0,1.0,2.0,1.0,100,2018-08-29 07:05:00
2,1,1.0,11,2,1.0,1.0,40.0,1.0,10.0,3.0,1.0,67,2016-10-06 07:15:00
3,1,1.0,12,1,1.0,1.0,41.0,1.0,1.0,2.0,1.0,31,2015-05-15 11:30:00
2,1,1.0,12,1,3.0,2.0,24.0,2.0,10.0,3.0,1.0,89,2019-05-22 07:33:00
2,2,0.0,16,1,4.0,2.0,63.0,2.0,1.0,3.0,1.0,102,2015-04-17 11:00:00
3,1,1.0,8,1,1.0,1.0,60.0,1.0,1.0,3.0,1.0,13,2018-10-01 11:10:00
2,1,1.0,2,1,1.0,1.0,25.0,1.0,1.0,3.0,1.0,31,2019-07-27 17:00:00
3,1,1.0,1,1,1.0,1.0,38.0,1.0,5.0,3.0,1.0,67,2017-04-13 12:30:00
3,1,1.0,12,1,1.0,1.0,64.0,1.0,5.0,3.0,1.0,67,2016-05-04 13:30:00
3,1,1.0,10,1,1.0,1.0,22.0,1.0,5.0,3.0,1.0,53,2018-08-21 12:30:00
3,1,1.0,17,2,1.0,1.0,21.0,1.0,1.0,3.0,1.0,31,2017-12-28 18:00:00
2,1,1.0,18,2,3.0,2.0,28.0,2.0,1.0,3.0,1.0,22,2018-04-15 06:57:00
2,1,1.0,16,1,2.0,2.0,42.0,1.0,1.0,1.0,1.0,67,2020-10-11 06:10:00
2,1,4.0,4,1,4.0,2.0,6.0,1.0,13.0,0.0,1.0,1,2015-10-16 21:30:00
3,1,1.0,1,4,1.0,1.0,22.0,1.0,1.0,3.0,1.0,67,2019-09-14 16:04:00
3,1,1.0,12,1,1.0,1.0,47.0,1.0,1.0,2.0,1.0,13,2018-09-14 11:50:00
2,1,1.0,14,2,2.0,2.0,23.0,1.0,10.0,3.0,1.0,13,2016-06-17 06:35:00
3,1,1.0,15,1,1.0,1.0,26.0,1.0,4.0,2.0,1.0,31,2016-05-16 14:00:00
2,1,1.0,11,1,2.0,2.0,32.0,1.0,1.0,3.0,1.0,29,2018-05-19 18:20:00
2,1,1.0,18,2,1.0,1.0,37.71525130603967,0.0,10.0,3.0,1.0,22,2019-12-18 05:00:00
2,1,1.0,6,1,2.0,2.0,23.0,1.0,2.0,2.0,1.0,22,2020-05-30 16:03:00
3,1,1.0,16,1,1.0,1.0,29.0,1.0,1.0,2.0,1.0,22,2018-04-30 08:00:00
2,1,1.0,16,1,2.0,2.0,40.0,1.0,10.0,3.0,1.0,43,2018-07-09 07:10:00
3,1,1.0,8,1,1.0,1.0,31.0,1.0,1.0,3.0,1.0,67,2016-06-28 16:10:00
3,1,1.0,1,1,1.0,1.0,55.0,1.0,1.0,3.0,1.0,31,2019-04-27 11:15:00
3,1,4.0,2,1,1.0,1.0,18.0,1.0,5.0,2.0,1.0,64,2018-08-31 16:50:00
3,1,1.0,11,1,2.0,1.0,24.0,1.0,1.0,3.0,1.0,67,2015-05-28 12:00:00
3,1,1.0,18,1,1.0,1.0,40.0,1.0,4.0,2.0,1.0,13,2016-01-03 21:20:00
3,1,1.0,14,1,1.0,1.0,22.0,1.0,10.0,3.0,1.0,31,2019-06-30 16:00:00
2,1,1.0,13,1,1.0,1.0,34.0,1.0,4.0,2.0,1.0,31,2019-03-23 11:00:00
3,1,1.0,1,2,1.0,1.0,59.0,2.0,5.0,2.0,1.0,13,2019-02-04 17:50:00
2,1,1.0,2,2,1.0,1.0,20.0,1.0,10.0,3.0,1.0,22,2015-08-16 17:05:00
1,1,1.0,10,1,1.0,1.0,22.0,1.0,0.0,0.0,2.0,9,2020-03-11 06:05:00
3,1,1.0,11,2,1.0,1.0,36.0,1.0,1.0,2.0,1.0,52,2017-07-24 09:50:00
3,1,1.0,13,1,1.0,1.0,53.0,1.0,1.0,3.0,1.0,31,2018-01-21 13:15:00
3,1,1.0,12,1,1.0,1.0,48.0,1.0,2.0,2.0,1.0,55,2017-02-13 22:00:00
3,1,1.0,8,1,1.0,1.0,23.0,1.0,1.0,3.0,1.0,31,2018-03-14 14:50:00
3,1,1.0,14,2,1.0,1.0,29.0,1.0,1.0,2.0,1.0,22,2016-03-14 08:20:00
